id,data_provider,product_category,brand,year_of_manufacture,repair_status,group_identifier,date,problem,,,
restart_6644,The Restart Project,Portable radio,Unknown,????,Fixed,Restarters Firenze,2016-05-07,,,,
restart_6645,The Restart Project,PC Accessory,Unknown,????,Fixed,Restarters Firenze,2016-05-07,,,,
restart_6646,The Restart Project,TV and gaming-related accessories,Unknown,????,End of life,Restarters Firenze,2016-05-07,,,,
restart_6647,The Restart Project,Laptop medium,Unknown,????,Repairable,Restarters Firenze,2016-06-11,,,,
restart_6648,The Restart Project,"Flat screen 19-20""",Unknown,????,Fixed,Restarters Firenze,2016-06-11,,,,
restart_6649,The Restart Project,Mobile,Unknown,????,Repairable,Restarters Firenze,2016-06-11,,,,
restart_6650,The Restart Project,Small kitchen item,Unknown,????,Fixed,Restarters Firenze,2016-06-11,,,,
restart_6651,The Restart Project,TV and gaming-related accessories,Unknown,????,End of life,Restarters Firenze,2016-06-11,,,,
restart_6652,The Restart Project,Mobile,Unknown,????,End of life,Restarters Firenze,2016-06-11,,,,
restart_6653,The Restart Project,Hair & Beauty item,Unknown,????,Fixed,Restarters Firenze,2016-06-11,,,,
restart_6654,The Restart Project,Hair & Beauty item,Unknown,????,Fixed,Restarters Firenze,2016-06-11,,,,
restart_6655,The Restart Project,Portable radio,Unknown,????,Fixed,Restarters Firenze,2016-06-11,,,,
restart_6656,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2016-06-11,,,,
restart_6657,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2016-06-11,,,,
restart_6658,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2016-06-11,,,,
restart_6659,The Restart Project,Portable radio,Unknown,????,End of life,Restarters Firenze,2016-09-24,,,,
restart_6660,The Restart Project,Small kitchen item,Unknown,????,Fixed,Restarters Firenze,2016-09-24,,,,
restart_6661,The Restart Project,Portable radio,Unknown,????,Fixed,Restarters Firenze,2016-09-24,,,,
restart_6662,The Restart Project,Desktop computer,Unknown,????,End of life,Restarters Firenze,2016-09-24,,,,
restart_6663,The Restart Project,Hi-Fi separates,Unknown,????,Fixed,Restarters Firenze,2016-09-24,,,,
restart_6664,The Restart Project,Hi-Fi separates,Unknown,????,Fixed,Restarters Firenze,2016-09-24,,,,
restart_6666,The Restart Project,Desktop computer,Unknown,????,Repairable,Restarters Firenze,2016-10-15,,,,
restart_6667,The Restart Project,Mobile,Unknown,????,Fixed,Restarters Firenze,2016-10-15,,,,
restart_6668,The Restart Project,Hi-Fi separates,Unknown,????,End of life,Restarters Firenze,2016-10-15,,,,
restart_6669,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2016-10-15,,,,
restart_6670,The Restart Project,Headphones,Unknown,????,End of life,Restarters Firenze,2016-10-15,,,,
restart_6671,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2016-10-15,,,,
restart_6672,The Restart Project,Mobile,Unknown,????,Fixed,Restarters Firenze,2016-10-15,,,,
restart_6673,The Restart Project,Hi-Fi separates,Unknown,????,Fixed,Restarters Firenze,2016-10-15,,,,
restart_6674,The Restart Project,Headphones,Unknown,????,Fixed,Restarters Firenze,2016-10-15,,,,
restart_6675,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2016-10-15,,,,
restart_6676,The Restart Project,Hi-Fi integrated,Unknown,????,Fixed,Restarters Firenze,2016-10-22,,,,
restart_6677,The Restart Project,Portable radio,Unknown,????,Fixed,Restarters Firenze,2016-10-22,,,,
restart_6678,The Restart Project,Fan,Unknown,????,Fixed,Restarters Firenze,2016-10-22,,,,
restart_6679,The Restart Project,Small kitchen item,Unknown,????,Repairable,Restarters Firenze,2016-10-22,,,,
restart_6680,The Restart Project,"Flat screen 19-20""",Unknown,????,Repairable,Restarters Firenze,2016-10-22,,,,
restart_6681,The Restart Project,Desktop computer,Unknown,????,Fixed,Restarters Firenze,2016-10-22,,,,
restart_6682,The Restart Project,PC Accessory,Unknown,????,Fixed,Restarters Firenze,2016-11-26,,,,
restart_6683,The Restart Project,Toaster,Unknown,????,Fixed,Restarters Firenze,2016-11-26,,,,
restart_6684,The Restart Project,Desktop computer,Unknown,????,Fixed,Restarters Firenze,2016-11-26,,,,
restart_6685,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2016-11-26,Stendino,,,
restart_6686,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2016-11-26,Compressore,,,
restart_6687,The Restart Project,Toy,Unknown,????,Fixed,Restarters Firenze,2016-11-26,,,,
restart_6688,The Restart Project,PC Accessory,Unknown,????,Fixed,Restarters Firenze,2016-11-26,,,,
restart_6689,The Restart Project,Small kitchen item,Unknown,????,Fixed,Restarters Firenze,2016-11-26,,,,
restart_6690,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2016-11-26,Trapano,,,
restart_6691,The Restart Project,Hair & Beauty item,Unknown,????,Fixed,Restarters Firenze,2016-11-26,,,,
restart_6692,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2016-11-26,,,,
restart_6693,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2016-11-26,,,,
restart_6694,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2016-12-08,,,,
restart_6695,The Restart Project,Hi-Fi separates,Unknown,????,Fixed,Restarters Firenze,2016-12-08,,,,
restart_6696,The Restart Project,Small kitchen item,Unknown,????,Fixed,Restarters Firenze,2016-12-08,,,,
restart_6697,The Restart Project,Desktop computer,Unknown,????,End of life,Restarters Firenze,2016-12-08,,,,
restart_6698,The Restart Project,Small kitchen item,Unknown,????,Fixed,Restarters Firenze,2016-12-08,Gelatiera,,,
restart_6699,The Restart Project,Toaster,Unknown,????,Fixed,Restarters Firenze,2016-12-08,,,,
restart_6700,The Restart Project,Toaster,Unknown,????,Fixed,Restarters Firenze,2016-12-08,,,,
restart_6701,The Restart Project,Headphones,Unknown,????,End of life,Restarters Firenze,2016-12-08,,,,
restart_6702,The Restart Project,Paper shredder,Unknown,????,Fixed,Restarters Firenze,2016-12-08,,,,
restart_6703,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2016-12-08,,,,
restart_6704,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2016-12-08,,,,
restart_6705,The Restart Project,Paper shredder,Unknown,????,End of life,Restarters Firenze,2016-12-08,,,,
restart_6706,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2016-12-18,,,,
restart_6707,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2016-12-18,,,,
restart_6708,The Restart Project,Toaster,Unknown,????,Fixed,Restarters Firenze,2016-12-18,,,,
restart_6709,The Restart Project,Small kitchen item,Unknown,????,End of life,Restarters Firenze,2016-12-18,,,,
restart_6710,The Restart Project,Handheld entertainment device,Unknown,????,End of life,Restarters Firenze,2016-12-18,,,,
restart_6711,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2016-12-18,,,,
restart_6712,The Restart Project,Mobile,Unknown,????,Fixed,Restarters Firenze,2016-12-18,,,,
restart_6713,The Restart Project,Headphones,Unknown,????,Fixed,Restarters Firenze,2017-01-28,,,,
restart_6714,The Restart Project,Desktop computer,Unknown,????,Fixed,Restarters Firenze,2017-01-28,,,,
restart_6715,The Restart Project,Desktop computer,Unknown,????,Fixed,Restarters Firenze,2017-01-28,,,,
restart_6716,The Restart Project,Small kitchen item,Unknown,????,End of life,Restarters Firenze,2017-01-28,,,,
restart_6717,The Restart Project,Hair & Beauty item,Unknown,????,Fixed,Restarters Firenze,2017-01-28,,,,
restart_6718,The Restart Project,Toaster,Unknown,????,Fixed,Restarters Firenze,2017-01-28,,,,
restart_6719,The Restart Project,Small kitchen item,Unknown,????,Fixed,Restarters Firenze,2017-01-28,Mulino per farina,,,
restart_6720,The Restart Project,Small kitchen item,Unknown,????,Fixed,Restarters Firenze,2017-01-28,,,,
restart_6721,The Restart Project,TV and gaming-related accessories,Unknown,????,Repairable,Restarters Firenze,2017-01-28,,,,
restart_6722,The Restart Project,TV and gaming-related accessories,Unknown,????,Repairable,Restarters Firenze,2017-01-28,,,,
restart_6723,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2017-01-28,,,,
restart_6724,The Restart Project,Small kitchen item,Unknown,????,Fixed,Restarters Firenze,2017-01-28,,,,
restart_6725,The Restart Project,Small kitchen item,Unknown,????,Fixed,Restarters Firenze,2017-01-28,,,,
restart_6726,The Restart Project,Mobile,Unknown,????,End of life,Restarters Firenze,2017-01-28,,,,
restart_6727,The Restart Project,Mobile,Unknown,????,End of life,Restarters Firenze,2017-01-28,,,,
restart_6728,The Restart Project,Toy,Unknown,????,Fixed,Restarters Firenze,2017-01-28,,,,
restart_6729,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2017-01-28,,,,
restart_6730,The Restart Project,Vacuum,Unknown,????,Fixed,Restarters Firenze,2017-02-04,,,,
restart_6731,The Restart Project,Small kitchen item,Unknown,????,Fixed,Restarters Firenze,2017-02-04,Macchina da caffÃ¨,,,
restart_6732,The Restart Project,Desktop computer,Unknown,????,Fixed,Restarters Firenze,2017-02-04,Computer,,,
restart_6733,The Restart Project,Hi-Fi separates,Unknown,????,Fixed,Restarters Firenze,2017-02-04,,,,
restart_6734,The Restart Project,Hi-Fi integrated,Unknown,????,Fixed,Restarters Firenze,2017-02-04,,,,
restart_6735,The Restart Project,Mobile,Unknown,????,Fixed,Restarters Firenze,2017-02-04,,,,
restart_6736,The Restart Project,Mobile,Unknown,????,Fixed,Restarters Firenze,2017-02-04,,,,
restart_6737,The Restart Project,Portable radio,Unknown,????,Fixed,Restarters Firenze,2017-02-04,,,,
restart_6738,The Restart Project,TV and gaming-related accessories,Unknown,????,Fixed,Restarters Firenze,2017-02-04,TV,,,
restart_6739,The Restart Project,Desktop computer,Unknown,????,Fixed,Restarters Firenze,2017-02-04,,,,
restart_6740,The Restart Project,Mobile,Unknown,????,Repairable,Restarters Firenze,2017-02-04,,,,
restart_6741,The Restart Project,Hi-Fi separates,Unknown,????,Fixed,Restarters Firenze,2017-02-04,giradischi,,,
restart_6742,The Restart Project,Mobile,Unknown,????,Fixed,Restarters Firenze,2017-02-04,,,,
restart_6743,The Restart Project,Toy,Unknown,????,Fixed,Restarters Firenze,2017-02-04,,,,
restart_6744,The Restart Project,Small kitchen item,Unknown,????,Fixed,Restarters Firenze,2017-04-01,,,,
restart_6745,The Restart Project,Decorative or safety lights,Unknown,????,Fixed,Restarters Firenze,2017-04-01,,,,
restart_6746,The Restart Project,Mobile,Unknown,????,Fixed,Restarters Firenze,2017-04-01,,,,
restart_6747,The Restart Project,Mobile,Unknown,????,Fixed,Restarters Firenze,2017-04-01,,,,
restart_6748,The Restart Project,Decorative or safety lights,Unknown,????,Repairable,Restarters Firenze,2017-04-01,,,,
restart_6749,The Restart Project,Aircon/Dehumidifier,Unknown,????,Fixed,Restarters Firenze,2017-04-01,,,,
restart_6750,The Restart Project,Small kitchen item,Unknown,????,Fixed,Restarters Firenze,2017-04-01,,,,
restart_6751,The Restart Project,Mobile,Unknown,????,Fixed,Restarters Firenze,2017-04-01,,,,
restart_6752,The Restart Project,Small kitchen item,Unknown,????,End of life,Restarters Firenze,2017-04-01,,,,
restart_6753,The Restart Project,Mobile,Unknown,????,End of life,Restarters Firenze,2017-04-01,,,,
restart_6755,The Restart Project,Small kitchen item,Unknown,????,Fixed,Restarters Firenze,2017-04-22,Macchina per caldarroste,,,
restart_6756,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2017-04-22,,,,
restart_6757,The Restart Project,Portable radio,Unknown,????,Repairable,Restarters Firenze,2017-04-22,,,,
restart_6758,The Restart Project,Toaster,Unknown,????,Fixed,Restarters Firenze,2017-04-22,,,,
restart_6759,The Restart Project,Portable radio,Unknown,????,Fixed,Restarters Firenze,2017-04-22,,,,
restart_6760,The Restart Project,Mobile,Unknown,????,Fixed,Restarters Firenze,2017-04-22,,,,
restart_6761,The Restart Project,"Flat screen 15-17""",Unknown,????,Repairable,Restarters Firenze,2017-04-22,,,,
restart_6762,The Restart Project,Misc,Unknown,????,Fixed,Restarters Firenze,2017-05-13,esaphone,,,
restart_6763,The Restart Project,Laptop medium,Unknown,????,Fixed,Restarters Firenze,2017-05-13,,,,
restart_6764,The Restart Project,Toaster,Unknown,????,Fixed,Restarters Firenze,2017-05-13,,,,
restart_6765,The Restart Project,Small kitchen item,Unknown,????,Fixed,Restarters Firenze,2017-05-13,Macchina da caffÃ¨,,,
restart_6766,The Restart Project,Hi-Fi integrated,Unknown,????,Fixed,Restarters Firenze,2017-05-13,,,,
restart_6767,The Restart Project,Hi-Fi integrated,Unknown,????,Fixed,Restarters Firenze,2017-05-13,,,,
restart_6768,The Restart Project,Mobile,Unknown,????,Repairable,Restarters Firenze,2017-05-13,,,,
restart_6769,The Restart Project,Toaster,Unknown,????,Fixed,Restarters Firenze,2017-05-13,,,,
restart_6770,The Restart Project,Small kitchen item,Unknown,????,Fixed,Restarters Firenze,2017-05-13,,,,
restart_6772,The Restart Project,Mobile,Unknown,????,Fixed,Restarters Firenze,2017-06-10,,,,
restart_6773,The Restart Project,Lamp,Unknown,????,Repairable,Restarters Barcelona,2017-02-11,"Bombilla se apaga / No se puede abrir, falta pieza",,,
restart_6774,The Restart Project,Headphones,Unknown,????,Repairable,Restarters Barcelona,2017-02-11,Enchufe audio suelta / Falta mÃ¡s tiempo,,,
restart_6775,The Restart Project,Misc,Unknown,????,Fixed,Restarters Barcelona,2017-02-11,No calienta,,,
restart_6776,The Restart Project,Small kitchen item,Unknown,????,Repairable,Restarters Barcelona,2017-02-11,No canaja las dos partes,,,
restart_6777,The Restart Project,Kettle,Unknown,????,Repairable,Restarters Barcelona,2017-02-11,No enciende / Falta pieza de cambio,,,
restart_6778,The Restart Project,Small kitchen item,Unknown,????,Repairable,Restarters Barcelona,2017-02-11,No enciende / Falta pieza de cambio,,,
restart_6779,The Restart Project,Hi-Fi integrated,Unknown,????,End of life,Restarters Barcelona,2017-02-11,Problemas con entradas de audio / Placas rotas,,,
restart_6780,The Restart Project,Misc,Unknown,????,Repairable,Restarters Barcelona,2017-02-11,Estufa - se apaga sola,,,
restart_6781,The Restart Project,Laptop medium,Unknown,????,End of life,Restarters Barcelona,2017-02-11,Disco duro no funciona,,,
restart_6782,The Restart Project,Laptop medium,Unknown,????,Fixed,Restarters Barcelona,2017-02-11,CD no funciona,,,
restart_6783,The Restart Project,Laptop medium,Unknown,????,End of life,Restarters Barcelona,2017-02-11,Placa rota,,,
restart_6784,The Restart Project,Printer/scanner,Unknown,????,Fixed,Restarters Barcelona,2017-02-11,No calienta / Placa de control de motor y cabezals estÃ¡n quemados,,,
restart_6785,The Restart Project,Misc,Unknown,????,Fixed,Restarters Barcelona,2016-02-25,Noo suena,,,
restart_6786,The Restart Project,Decorative or safety lights,Unknown,????,Fixed,Restarters Barcelona,2016-02-25,Cable cortado,,,
restart_6787,The Restart Project,Small kitchen item,Unknown,????,Repairable,Restarters Barcelona,2016-02-25,Pierde agua,,,
restart_6788,The Restart Project,Misc,Unknown,????,Repairable,Restarters Barcelona,2016-02-25,Estufa - Falta enchufe,,,
restart_6789,The Restart Project,Misc,Unknown,????,Fixed,Restarters Barcelona,2016-02-25,Phone charger,,,
restart_6790,The Restart Project,Hi-Fi separates,Unknown,????,Fixed,Restarters Barcelona,2016-02-25,No suena / Cable cortado,,,
restart_6791,The Restart Project,Small kitchen item,Unknown,????,End of life,Restarters Barcelona,2016-02-25,Batidora - BÃ³ton roto,,,
restart_6792,The Restart Project,Headphones,Unknown,????,Fixed,Restarters Barcelona,2016-02-25,Uno no suena,,,
restart_6793,The Restart Project,Headphones,Unknown,????,Fixed,Restarters Barcelona,2016-02-25,uno no suena,,,
restart_6794,The Restart Project,Musical instrument,Unknown,????,Fixed,Restarters Barcelona,2016-02-25,sintetizadora - No funciona,,,
restart_6795,The Restart Project,Misc,Unknown,????,Fixed,Restarters Barcelona,2016-02-25,Calefactor - No funciona,,,
restart_6796,The Restart Project,Power tool,Unknown,????,Repairable,Restarters Barcelona,2016-02-25,Destornillador elÃ©ctrico,,,
restart_6797,The Restart Project,Misc,Unknown,????,End of life,Restarters Barcelona,2016-02-25,Interfono casa - Funciona mal,,,
restart_6798,The Restart Project,Mobile,Unknown,????,End of life,Restarters Barcelona,2016-02-23,El botÃ³ per encendre la pantalla no funciona,,,
restart_6799,The Restart Project,Mobile,Unknown,????,End of life,Restarters Barcelona,2016-02-23,No carrega la baterÃ­a / No s'encÃ©n,,,
restart_6800,The Restart Project,Mobile,Unknown,????,Repairable,Restarters Barcelona,2016-02-23,,,,
restart_6801,The Restart Project,Mobile,Unknown,????,Repairable,Restarters Barcelona,2016-02-23,,,,
restart_6802,The Restart Project,Mobile,Unknown,????,Repairable,Restarters Barcelona,2016-02-23,sembla que allÃ on s'endolla estÃ xafat i no puc carregar la bateria,,,
restart_6803,The Restart Project,Mobile,Unknown,????,Repairable,Restarters Barcelona,2016-02-23,tinc un tros de SIM encallat en una de les dues ranures de les SIM,,,
restart_6804,The Restart Project,Laptop medium,Unknown,????,Fixed,Restarters Barcelona,2016-02-23,Problema de sobreescalfament,,,
restart_6805,The Restart Project,Mobile,Fairphone,????,Fixed,Restarters Barcelona,2016-02-23,"Sonido no va, Enchufe va mal",,,
restart_6806,The Restart Project,Small kitchen item,Unknown,????,Fixed,Restarters Barcelona,2016-02-23,CafeterÃ­a Eli - Tubo de agua no va bien,,,
restart_6807,The Restart Project,Laptop medium,Unknown,????,Repairable,Restarters Barcelona,2016-02-23,Internet/Wifi no va - No se ha podido mirar por falta de tiempo,,,
restart_6808,The Restart Project,Laptop medium,Unknown,????,Fixed,Restarters Barcelona,2016-02-23,Cuesta que se encienda,,,
restart_6809,The Restart Project,Laptop medium,Unknown,????,Fixed,Restarters Barcelona,2016-02-23,Cuesta que se encienda,,,
restart_6810,The Restart Project,Laptop medium,Unknown,????,Fixed,Restarters Barcelona,2016-02-23,Ventitlator va mal,,,
restart_6811,The Restart Project,Mobile,Fairphone,????,Fixed,Restarters Barcelona,2016-02-23,Cobertra va mal,,,
restart_6812,The Restart Project,Small kitchen item,Fayor,????,Repairable,Restarters Barcelona,2015-10-03,Minipimer,,,
restart_6813,The Restart Project,Small kitchen item,Braun,????,Repairable,Restarters Barcelona,2015-10-03,Minipimer,,,
restart_6814,The Restart Project,Toaster,Unknown,????,Fixed,Restarters Barcelona,2015-10-03,No aguanta el bÃ³ton,,,
restart_6815,The Restart Project,Misc,Unknown,????,Fixed,Restarters Barcelona,2015-10-03,Mala rececpicon,,,
restart_6816,The Restart Project,Hi-Fi separates,Unknown,????,Fixed,Restarters Barcelona,2015-10-03,Altavoz/Speakers - Salida minijack no contacta,,,
restart_6817,The Restart Project,Small kitchen item,Fellowes,????,Fixed,Restarters Barcelona,2015-10-03,Plastificadora fellowes,,,
restart_6818,The Restart Project,Printer/scanner,Unknown,????,End of life,Restarters Barcelona,2015-10-03,Imprime borroso - No hay piezas de cambio,,,
restart_6819,The Restart Project,Laptop medium,Toshiba,????,Fixed,Restarters Barcelona,2015-10-03,"Webcam/micro no funciona, ventilador ruide - Webcam softare instalado",,,
